1. 《调查研究贵在“实”》（8.5，周一）,1.多从事物的底层、本质出发来思考问题，善于“解剖麻雀”，聚焦问题症结、抽丝剥茧、刨根问底，把问题难点堵点剖深辨准。,【公考隔壁班王老师解析：注意里面“解剖麻雀”，简单来说是指通过深入研究具体典型，从中找出事物的规律。因为麻雀虽小，五脏俱全，“解剖麻雀”就是要将调研过程中发现的痛点、堵点、难点问题转化为“麻雀”，通过解剖一只“麻雀”，将“点”上的经验推广到“面”，最终实现在全局中解决现实问题的目的。毛泽东同志在《寻乌调查》《长冈乡调查》《才溪乡调查》等著作中，“解剖麻雀”式调查研究经常体现，很能体现我们写作的专业性，可以记下来。】
2. 《让专业的人发挥专业作用》（7.30，周二）,6.有特色才有生命力，职业经理人的专业性体现在对地方特色产业的挖掘培育上。,【公考隔壁班王老师解析：这句话把“专业性”和“地方特色”做了很好的承接，重点看里面“有特色才有生命力”的表述，因为在乡村振兴过程中，“发展地方特色”出现的频率是很高的。与这句话类似的，还有后面提到的“因地制宜，抓住特色搞创新，才能真正提升乡村品牌知名度”，这就把因地制宜、地方特色、创新以及乡村品牌联系在了一起，而这些都是实现乡村全面振兴工作中必不可少的部分，可以直接套用在我们自己的文章当中。】
3.《大国重器彰显大国底气》（7.31，周三）,7. ……（时间）以来，大国重器捷报频传，一系列拥有自主知识产权、具有战略意义的重大科技成果从“图纸”变为现实，勾勒出科技创新活力奔涌的时代画卷。,【公考隔壁班王老师解析：这个结构在使用时，空格的前面可以用事例来引出，然后加一个时间概念，比如“一段时间以来”“改革开放以来”“党的十八大以来”等等，就可以放在开头、中心论点段当中。甚至于换成别的主题搭配，也可以直接用“……变为现实，勾勒出……时代画卷”，空格的地方直接填文章主旨词就可以，都是不错的选择。】
3.《大国重器彰显大国底气》（7.31，周三）,8.从东部沿海到西部戈壁，从祖国北疆到南海之滨，……，一大批闪耀着中国智慧、凝聚着中国力量的大国重器不断涌现。,【公考隔壁班王老师解析：这个结构经常可以变化用在不同申论文章，用来说明某件事的发展、流行，比如写书香社会、书香中国，就可以说：“从广袤乡村到繁华城市，从内陆边疆到沿海地区，大街小巷，书香渐浓。”又比如写讲好中国故事，还可以说“从黑土地滋养的大东北到多民族聚居的大西南，从灯火辉煌的大都市到振兴发展的小山乡，广袤的中国大地上，中国式现代化气象万千，中国故事无处不在”，这种“从……到……”的结构，可以提前准备，节省考场上思考、措词时间。】
3.《大国重器彰显大国底气》（7.31，周三）,9.盖有非常之功，必待非常之人。,"【公考隔壁班王老师解析：这句话出自汉朝班固的《汉书》，大意是说要想成就异乎寻常的丰功伟业，必须依靠非同寻常的人。这句话很万用，因为人是做事的主体，我们要干好任何一项工作，都离不开人才，也都离不开""非常之人""，可以放在有关人才、队伍、干部、作风、担当等话题。】"
4. 《坚持以人民为中心推进改革》（8.1，周四）,10.改革开放是党和人民大踏步赶上时代的重要法宝，是决定当代中国命运的关键一招。,【公考隔壁班王老师解析：这是说到改革开放的典型金句，回答了“什么是改革开放”这个问题，说明了重要性，经常可以用在和改革有关的考点话题当中，放在开头、结尾段使用。一起要注意的还有后面这句话：“坚持以人民为中心是进一步全面深化改革必须贯彻好的重大原则之一”，一语道出了二者之间的关系，把改革和人民这两个概念联系在了一起，这两个内容可以一起来记。】
4. 《坚持以人民为中心推进改革》（8.1，周四）,11.民之所望，改革所向。,【公考隔壁班王老师解析：强调了改革的方向和目的，话很短，方便记忆，也可以用在相关主题的开头或结尾段。】
4. 《坚持以人民为中心推进改革》（8.1，周四）,12.今天的中国，奋进的脚步愈发铿锵，拼搏的精神更加昂扬。,"【公考隔壁班王老师解析：这句话突出了奋进和拼搏，语气强烈，放在结尾做展望时引出，非常有力度。我们之前还学过一些类似的表述，比如：""雄关漫道真如铁，而今迈步从头越""“潮平两岸阔，风正一帆悬”等，可以一起积累、把握。】"
5. 《向“新”出发推动旅游业高质量发展》（8.2，周五）,13.我国旅游发展步入快车道，形成全球最大国内旅游市场。,【公考隔壁班王老师解析：注意“快车道”这个词，它比喻形象，形容发展很快，不仅用在旅游业，放到其他话题里也很好用，比如说到乡村振兴，可以用：“多个省区市已经实现县县通，广大县乡地区接入高速‘快车道’，为乡村振兴提供强大助力”，说到城市治理，可以有：“城镇老旧小区改造工作驶入快车道”，说到营商环境，还可以用：“以一流服务营造一流营商环境，搭建政务服务快车道”等等，这些内容我放在了pdf讲稿里面，方便大家对比把握。】
5. 《向“新”出发推动旅游业高质量发展》（8.2，周五）,14.旅游业从小到大、由弱渐强，成功走出了一条独具特色的中国旅游发展之路。,【公考隔壁班王老师解析：它可以提炼变成：“……从小到大、由弱渐强，成功走出了一条独具特色的……发展之路”，这样一来，就不局限在今天旅游业的话题，放在其他的主题里面，用来形容事物的发展、交代论述背景、列举事例效果都不错。在使用的时候，这个结构前面接一些事例，这些事例往往可以从申论给定材料里面找到，空格里面填和你想要论述的文章主旨词有关的内容就可以。这样一来，能很好的节省我们考场上的思考时间】
5. 《向“新”出发推动旅游业高质量发展》（8.2，周五）,15.科技是第一生产力、创新是第一动力。,【公考隔壁班王老师解析：说明了科技和创新的重要性，放在相关主题文章的开头、结尾段做引出效果不错，与之类似的金句还有比如我们说到科技、创新、人才的角度，经常会用“科技是第一生产力、人才是第一资源、创新是第一动力”，或者从国家、人民的角度来强调它的重要性，还有“科技是第一生产力，国家赖之以强，企业赖之以赢，人民生活赖之以好”，可以一起把握。】
,1. 《当好改革的促进派、实干家》（7.22，周一）,"【公考隔壁班王老师解析：不仅说到了改革的作用，还可以提炼一下结构，变成：""回顾......，一项项成果强信心、暖人心、聚民心""，这就可以放在所有和民生、治理、群众路线有关话题里面，用来引出事例、承上启下都可以。】"
,2. 《织密农村养老服务网》（7.23，周二）,"【公考隔壁班王老师解析：这句话把""实干""和""中国式现代化""结合在了一起，这两个都是考试重点，因此这句话适用的范围就很广了，可以用在文章的开头、中心论点段和结尾段使用。】"
,3. 《把民生事办到民心里》（7.24，周三）,【公考隔壁班王老师解析：是一个放在文章结尾段用作展望的不错结构，空格里面直接填和文章主旨有关的中心词就可以，甚至稍作改写，放在分论点论述里面效果也不错。】
1. 《调查研究贵在“实”》（8.5，周一）,1.多从事物的底层、本质出发来思考问题，善于“解剖麻雀”，聚焦问题症结、抽丝剥茧、刨根问底，把问题难点堵点剖深辨准。,【公考隔壁班王老师解析：注意里面“解剖麻雀”，简单来说是指通过深入研究具体典型，从中找出事物的规律。因为麻雀虽小，五脏俱全，“解剖麻雀”就是要将调研过程中发现的痛点、堵点、难点问题转化为“麻雀”，通过解剖一只“麻雀”，将“点”上的经验推广到“面”，最终实现在全局中解决现实问题的目的。毛泽东同志在《寻乌调查》《长冈乡调查》《才溪乡调查》等著作中，“解剖麻雀”式调查研究经常体现，很能体现我们写作的专业性，可以记下来。】
1. 《调查研究贵在“实”》（8.5，周一）,2.“做‘透’与做‘秀’，只差一个“走”字，干部不跨进群众门槛，群众就不会把干部记在心坎”。,【公考隔壁班王老师解析：这就通过“透”和“秀”两个字在字形上只差一个“走之旁”的差异，非常生动的表达了群众观点，再加上这句话里面“跨进门坎”和“记在心坎”的对应，不仅是申论大作文，在面试答题的过程中，遇到有关群众路线、基层治理、担当奉献、党建作风等很多话题都可以适用，能给我们的文章和表达增色不少。】
1. 《调查研究贵在“实”》（8.5，周一）,3.“调查研究贵在‘实’”,【公考隔壁班王老师解析：这个文章标题本身也值得积累，可以提炼一下结“……贵在……”，前面一个空格写我们要论述的主题，后面写这个主题里面我们要强调的品质，用来设计文章题目是很好用的，比如“好作风贵在‘廉’”“基层治理贵在‘精准’”“为民办事贵在实效”等等。】
2. 《国货“潮起来”生活美起来》（8.6，周二）,4.随着生活水平不断提升，人们愈发追求精神文化生活的丰富性，在消费中也寄托了独特的精神志趣和审美态度。,【公考隔壁班王老师解析：注意里面“随着生活水平不断提升”，随着时代发展，我们在各个领域的要求都会变得更高，反应在申论、面试的考点里面也会有很多体现。比如，我们遇到有关户外运动、全民健身的话题，就可以说：“随着经济社会发展和生活水平提高，人民群众更加注重身体健康和生活品质，户外运动需求持续释放”；遇到生态环保、绿色发展类话题，就可以说：“随着经济社会发展水平和人民生活水平不断提高，老百姓对良好生态环境的需求越来越高”，等等。刚刚这些例句我都放在了今天pdf讲稿里面，这个思路很常用，需要重点把握。】
2. 《国货“潮起来”生活美起来》（8.6，周二）,5.老字号、老品牌长盛不衰，不能只靠“卖情怀”“卖记忆”。以更高的追求、更严的标准生产产品，不断推陈出新，品牌才会良性发展，国潮才会澎湃不息。,【公考隔壁班王老师解析：有关“老字号”“非遗传承”“非遗品牌”的内容，同样也都是申论面试的重要考点，那遇到这类内容时，刚刚这句话就非常适用，能很好的体现我们思考的全面，可以一并积累下来。】
2. 《国货“潮起来”生活美起来》（8.6，周二）,6.国潮催生新风尚，国货展现新变化，国货推动新发展。,【公考隔壁班王老师解析：依然是说到国潮、国货、中国品牌有关考点话题的不错金句，强调了其重要性，而且里面的“新风尚、新变化、新发展”让语言表达更有气势，可以记下来。】
3. 《以青春力量激活基层治理一池春水》（8.7，周三）,7.瞄准基层治理“关键词”，扮演好基层治理“关键角色”，打通基层治理“最后一公里”。,【公考隔壁班王老师解析：这里可以提炼一个结构：“瞄准……‘关键词’，扮演好……‘关键角色’，打通……‘最后一公里’”，就可以适用在其他很多话题里面，放在文章的中心论点段做引出来用，效果不错。】
3. 《以青春力量激活基层治理一池春水》（8.7，周三）,8.“欲筑室者，先治其基”,【公考隔壁班王老师解析：它出自于北宋文学家苏辙的《新论》。其意是说，想要筑造房屋，首先要打好它的地基，强调了基础、基层的重要。与之类似的，还有这篇文章后面的一句：“基层强则国家强，基层安则天下安”，它来自于权威的标准表述，放在所有和社区、基层、群众路线、社会治理等话题里面，效果都是非常不错的，可以记下来。】
3. 《以青春力量激活基层治理一池春水》（8.7，周三）,9.“上面千条线，下面一根针”,【公考隔壁班王老师解析：这是我们在修饰基层工作的时候，特别常用的一个比喻，形容了基层工作的繁杂琐碎，与之对应的，还有这篇文章里提到的我们的基层干部就要“不断探索提高‘千线’穿‘一针’的本领”，这两句话所使用的比喻方法相同，表现力强，可以记下来，提升文章文采。】
4. 《找对方法，提升效率》（8.8，周四）,10.基层治理，难在末梢。,【公考隔壁班王老师解析：用“末梢”说明了基层工作的细节和难处，强调了它的重要性，与之类似的表述我们在上一篇文章还学过一句，说的是基层工作“上面千条线，下面一根针”，这两句话可以一起记下来。】
4. 《找对方法，提升效率》（8.8，周四）,11.“工欲善其事，必先利其器”,【公考隔壁班王老师解析：它出自于《论语》，指要想做好工作，一定先要把工具整治得锐利精良，比喻要做好事情，必须先做好准备，创造条件。而在这篇文章里面，则把“器”引申为了工作方法。这句话放在各类考点，比如治理、生态、城市、文旅、基层等几乎所有的主题需要强调工作方法时，都可以使用。】
4. 《找对方法，提升效率》（8.8，周四）,12.方法之别，根本在于方向之别。方向失之毫厘，方法就会谬以千里。,【公考隔壁班王老师解析：一语道出了方向的重要性，在做事过程中，先确定好方向极为重要，这个道理在生活中我们都理解，但在公务员考试过程中却往往也是一个知识盲区。实际上，这个角度可以和很多申论面试的考点联系起来，比如回顾党史，不管形势和任务如何变化，不管遇到什么样的惊涛骇浪，我们党都始终把握历史主动，沿着正确方向坚定前行。又比如随着时代发展，不论是社会治理、还是城市发展、文化旅游等各方面的工作，也都需要向着高品质、高质量的方向发展。只有明确方向，才能有的放矢，把功夫下对。】
5. 《低空经济“振翅高飞”的启示》（8.9，周五）,13.“低空载人”新消息不断，展现了城市低空交通的无限可能，也彰显着低空经济发展的广阔前景。,【公考隔壁班王老师解析：这句话可以提炼一下结构，变成：“……新消息不断，展现了……的无限可能，也彰显着……发展的广阔前景”，这句话经常可以放在和新现象、新事物有关的话题里面来用，比如“互联网+”“数字化治理”“户外运动”等等，可以记下来。】
5. 《低空经济“振翅高飞”的启示》（8.9，周五）,14.发展低空经济，离不开市场和政策的“双轮驱动”。,"【公考隔壁班王老师解析：注意""双轮驱动""这个词，它的适用范围也很广，经常用来强调把某两项事业都抓好，比如""坚持改革与法治双轮驱动""""推进文化事业和文化产业双轮驱动""，与之类似的表述还有一个，叫做""......如鸟之两翼、车之两轮""，意思也是一样的。】"
5. 《低空经济“振翅高飞”的启示》（8.9，周五）,15.远方不远，未来已来。,【公考隔壁班王老师解析：表达了对未来的展望，话很短，也比较好记，适合放在文章的开头、结尾段可以做引出来用，推荐重点积累、记忆、把握。】
1. 《打通卡点堵点，为发展增动力添活力》（7.29，周一）,1.多方协同、多措并举，山乡“土特产”跨山越海、畅销市场。,【公考隔壁班王老师解析：可以提炼一下结构，变成：“多方协同、多措并举，……跨山越海、畅销市场”，这样一来，放在有关改革、经济、乡村振兴有关的话题和现象里面，都可以使用。】
1. 《打通卡点堵点，为发展增动力添活力》（7.29，周一）,2.用改革的办法破解发展中的问题，把打通卡点堵点、解决痛点难点、回应焦点热点变成工作支点、改革亮点，就能为高质量发展提供新的增长点。,【公考隔壁班王老师解析：虽然是一个长句，但里面使用了对比的写法，就是提到要把“打通卡点堵点、解决痛点难点、回应焦点热点”，变成“工作支点、改革亮点”，同时还要提供新的“增长点”，这就让整句话语势强烈，郎朗上口，表现力强。而且“卡点堵点、解决痛点难点、热点焦点”这些，在有关民生、治理、生态等很多话题都能用得到，因此这句话记下来，是只赚不亏的。】
1. 《打通卡点堵点，为发展增动力添活力》（7.29，周一）,3.“脆李航班”折射新时代改革智慧。,【公考隔壁班王老师解析：可以提炼一下结构，变成：“……折射出……”这个结构可以放在文章中心论点段、过渡段里面做转承、承接使用，前面可以接某一类现象，后面可以接所反映出来的问题或者文章的主旨词。比如我们写乡村振兴，可以说：“农民的身份之变，折射出产业之变、发展之变”，又比如写旅游消费，还可以说：“假期‘花式’出游，折射消费需求之变”，再比如写到党员领导干部的政绩观、奋斗，也可以说：“‘功成不必在我、功成必定有我’，掷地有声的话语，折射新时代共产党人志在千秋伟业的远大追求”，适用范围是很广的，可以记下来。】
2. 《让专业的人发挥专业作用》（7.30，周二）,4.推动乡村全面振兴，关键靠人。,【公考隔壁班王老师解析：这是说到乡村人才的金句，说明了重要性，可以放在文章的开头、结尾段做引出使用。与之类似的还有文章后一句：“他们像一粒粒火种，点燃一个个村庄的发展活力”，这里用“火种”形容“活力”，比喻形象，凸显了年轻人才的作用。两句话意思相近，可以一起积累，增加我们考试的语言变化和表现力。】
2. 《让专业的人发挥专业作用》（7.30，周二）,5.培养壮大一支有活力、有知识、敢拼搏的……队伍，让专业的人发挥专业作用，必能……,【公考隔壁班王老师解析：这个结构可以套用在各领域人才、党员干部相关的话题里，第一个空格填文章的主旨词，第二个空填这样做所能达到的效果，这个结构用在文章的分论点段或结尾段里面都是不错的。】
2. 《让专业的人发挥专业作用》（7.30，周二）,6.有特色才有生命力，职业经理人的专业性体现在对地方特色产业的挖掘培育上。,【公考隔壁班王老师解析：这句话把“专业性”和“地方特色”做了很好的承接，重点看里面“有特色才有生命力”的表述，因为在乡村振兴过程中，“发展地方特色”出现的频率是很高的。与这句话类似的，还有后面提到的“因地制宜，抓住特色搞创新，才能真正提升乡村品牌知名度”，这就把因地制宜、地方特色、创新以及乡村品牌联系在了一起，而这些都是实现乡村全面振兴工作中必不可少的部分，可以直接套用在我们自己的文章当中。】
3.《大国重器彰显大国底气》（7.31，周三）,7. ……（时间）以来，大国重器捷报频传，一系列拥有自主知识产权、具有战略意义的重大科技成果从“图纸”变为现实，勾勒出科技创新活力奔涌的时代画卷。,【公考隔壁班王老师解析：这个结构在使用时，空格的前面可以用事例来引出，然后加一个时间概念，比如“一段时间以来”“改革开放以来”“党的十八大以来”等等，就可以放在开头、中心论点段当中。甚至于换成别的主题搭配，也可以直接用“……变为现实，勾勒出……时代画卷”，空格的地方直接填文章主旨词就可以，都是不错的选择。】
3.《大国重器彰显大国底气》（7.31，周三）,8.从东部沿海到西部戈壁，从祖国北疆到南海之滨，……，一大批闪耀着中国智慧、凝聚着中国力量的大国重器不断涌现。,【公考隔壁班王老师解析：这个结构经常可以变化用在不同申论文章，用来说明某件事的发展、流行，比如写书香社会、书香中国，就可以说：“从广袤乡村到繁华城市，从内陆边疆到沿海地区，大街小巷，书香渐浓。”又比如写讲好中国故事，还可以说“从黑土地滋养的大东北到多民族聚居的大西南，从灯火辉煌的大都市到振兴发展的小山乡，广袤的中国大地上，中国式现代化气象万千，中国故事无处不在”，这种“从……到……”的结构，可以提前准备，节省考场上思考、措词时间。】
3.《大国重器彰显大国底气》（7.31，周三）,9.盖有非常之功，必待非常之人。,"【公考隔壁班王老师解析：这句话出自汉朝班固的《汉书》，大意是说要想成就异乎寻常的丰功伟业，必须依靠非同寻常的人。这句话很万用，因为人是做事的主体，我们要干好任何一项工作，都离不开人才，也都离不开""非常之人""，可以放在有关人才、队伍、干部、作风、担当等话题。】"
4. 《坚持以人民为中心推进改革》（8.1，周四）,10.改革开放是党和人民大踏步赶上时代的重要法宝，是决定当代中国命运的关键一招。,【公考隔壁班王老师解析：这是说到改革开放的典型金句，回答了“什么是改革开放”这个问题，说明了重要性，经常可以用在和改革有关的考点话题当中，放在开头、结尾段使用。一起要注意的还有后面这句话：“坚持以人民为中心是进一步全面深化改革必须贯彻好的重大原则之一”，一语道出了二者之间的关系，把改革和人民这两个概念联系在了一起，这两个内容可以一起来记。】
4. 《坚持以人民为中心推进改革》（8.1，周四）,11.民之所望，改革所向。,【公考隔壁班王老师解析：强调了改革的方向和目的，话很短，方便记忆，也可以用在相关主题的开头或结尾段。】
4. 《坚持以人民为中心推进改革》（8.1，周四）,12.今天的中国，奋进的脚步愈发铿锵，拼搏的精神更加昂扬。,"【公考隔壁班王老师解析：这句话突出了奋进和拼搏，语气强烈，放在结尾做展望时引出，非常有力度。我们之前还学过一些类似的表述，比如：""雄关漫道真如铁，而今迈步从头越""“潮平两岸阔，风正一帆悬”等，可以一起积累、把握。】"
5. 《向“新”出发推动旅游业高质量发展》（8.2，周五）,13.我国旅游发展步入快车道，形成全球最大国内旅游市场。,【公考隔壁班王老师解析：注意“快车道”这个词，它比喻形象，形容发展很快，不仅用在旅游业，放到其他话题里也很好用，比如说到乡村振兴，可以用：“多个省区市已经实现县县通，广大县乡地区接入高速‘快车道’，为乡村振兴提供强大助力”，说到城市治理，可以有：“城镇老旧小区改造工作驶入快车道”，说到营商环境，还可以用：“以一流服务营造一流营商环境，搭建政务服务快车道”等等，这些内容我放在了pdf讲稿里面，方便大家对比把握。】
5. 《向“新”出发推动旅游业高质量发展》（8.2，周五）,14.旅游业从小到大、由弱渐强，成功走出了一条独具特色的中国旅游发展之路。,【公考隔壁班王老师解析：它可以提炼变成：“……从小到大、由弱渐强，成功走出了一条独具特色的……发展之路”，这样一来，就不局限在今天旅游业的话题，放在其他的主题里面，用来形容事物的发展、交代论述背景、列举事例效果都不错。在使用的时候，这个结构前面接一些事例，这些事例往往可以从申论给定材料里面找到，空格里面填和你想要论述的文章主旨词有关的内容就可以。这样一来，能很好的节省我们考场上的思考时间】
5. 《向“新”出发推动旅游业高质量发展》（8.2，周五）,15.科技是第一生产力、创新是第一动力。,【公考隔壁班王老师解析：说明了科技和创新的重要性，放在相关主题文章的开头、结尾段做引出效果不错，与之类似的金句还有比如我们说到科技、创新、人才的角度，经常会用“科技是第一生产力、人才是第一资源、创新是第一动力”，或者从国家、人民的角度来强调它的重要性，还有“科技是第一生产力，国家赖之以强，企业赖之以赢，人民生活赖之以好”，可以一起把握。】
,1. 《当好改革的促进派、实干家》（7.22，周一）,"【公考隔壁班王老师解析：不仅说到了改革的作用，还可以提炼一下结构，变成：""回顾......，一项项成果强信心、暖人心、聚民心""，这就可以放在所有和民生、治理、群众路线有关话题里面，用来引出事例、承上启下都可以。】"
,2. 《织密农村养老服务网》（7.23，周二）,"【公考隔壁班王老师解析：这句话把""实干""和""中国式现代化""结合在了一起，这两个都是考试重点，因此这句话适用的范围就很广了，可以用在文章的开头、中心论点段和结尾段使用。】"
,3. 《把民生事办到民心里》（7.24，周三）,【公考隔壁班王老师解析：是一个放在文章结尾段用作展望的不错结构，空格里面直接填和文章主旨有关的中心词就可以，甚至稍作改写，放在分论点论述里面效果也不错。】
,1. 《扎根基层践初心》（7.8，周一）,【公考隔壁班王老师解析：它强调了时代和使命的召唤作用，用来形容奋斗、担当、实干，用在文章的结尾段作为展望效果都不错，在有的文章里，这句话还可以起到承上启下的作用，可以记下来。】
,2. 《让更多农民群众在家门口看上戏、看好戏》（7.9，周二）,【公考隔壁班王老师解析：一语道出了基层工作的特点——虽然琐碎但很重要，里面“家长里短”“鸡毛蒜皮”和“急难愁盼”用词都很形象，在和基层有关的话题里都可以用，推荐记下来。】
,3. 《航天追梦激扬创新豪情》（7.10，周三）,【公考隔壁班王老师解析：重点注意这句话：“总要给这片土地留下点东西。”这里没有使用华丽的词藻，而是用徐利民同志生前常说的一句非常朴实的话语，但却“掷地有声”，诠释了他的不凡人生、折射了新时代共产党人的远大追求，余音绕梁，启迪我们的思考。准备面试的同学可以把这里积累下来。复习笔试的同学，也可以在把握这句话的同时，提炼本段一个结构：“……是……的真实写照，折射新时代共产党人志在千秋伟业的远大追求”，遇到有关干部、党建、榜样相关的考点主题，用在结尾段做展望或引出，效果也都不错。】
,1. 《深挖改革开放中蕴藏的“精神宝矿”》（5.27，周一）,【公考隔壁班王老师解析：这是说到有关改革开放、攻坚精神的不错金句，可以在相关的主题里面直接引用，改写一下就可以修饰“不同的场景”和“不同的精神”，变成：“……历程中，既要涉险滩，又要闯难关，‘……精神’是其中一股强大动力，是我们党走过百年历程的制胜法宝”，前面的空格填场景，后面的空格填比如担当、奋斗、实干等关于“某种精神”的主旨词，适用范围就很广。】
,2. 《在立与破中稳健前行》（5.28，周二）,【公考隔壁班王老师解析：通过说明时间和奋进，凸显了奋斗、实干精神，放在担当、干部、青年、改革开放等主题都可以用，放在开头、结尾做引出效果都不错。】
,3. 《以治理创新提高乡村善治水平》（5.29，周三）,【公考隔壁班王老师解析：说明了创新对改革开放的作用，凸显了创新的重要，放在这和两类内容有关的考点里面，都可以直接套用，也能很好的增加我们的文章文采。】
